Palt,Palt Fenrisol |,Male |,,Centaur |,Alive |,Wistram |,Izril |,The Wandering Inn | Liscor |,Mage |,Mage |,https://wiki.wanderinginn.com/images/2/27/Palt_by_Artsy_Nada.jpg,1,1980,6
Eldavin,Eldavin | Grand Magus Eldavin | Archmage of Memory |,Male |,200 |,Half-Elf |,Alive |,Wistram |,Wistram |,Wistram |,Archmage | Mage |,Mage |,https://wiki.wanderinginn.com/images/1/1e/Eldavin_portrait_by_DemonicCriminal.png,1,2935,7
Montressa,Montressa du Valeross | Mons |,Female |,,Human |,Alive |,Wistram | ,Izril | Wistram |,Wistram | The Wandering Inn |,Mage | ,Mage |,https://wiki.wanderinginn.com/images/1/10/MontressaWithStaff_cutout_by_auspiciousoctopi.jpg,1,2750,1
Zelkyr,Zelkyr Amerwing | Archmage Zelkyr | Archmage of Golems | Zelkyr of Salazsar |,Male |,50 |,Drake |,Unknown |,Wistram | Az'kerash |,Wistram |,Wistram |,Archmage | Artisan | Mage |,Mage |,,1,481,3
Belavierr,Belavierr Donamia | Stitch Witch | Threadstealer | Temptress | Witch of Calamity | Great Witch of Calamity | Spider | Immortal Spider | The Spider of Lives | The Spider of Terandria | The Weaver of Terandria | The Mistress of Strands | Witch of Webs | Threadcutter | Threadbreaker | Threadbreaker of Stitchfolk | Stringbreaker | Eater of Threads | Busybody | Witch of Dread Pacts |,Female |,12000 |,Human |,Alive |,Witches | Az'kerash |,Izril | Terandria | Sea |,Unknown |,Witch |,Mage |,https://wiki.wanderinginn.com/images/8/87/Belavierr_book12.jpg,1,3686,1
Nanette,Nanette Weishart |,Female |,12 |,Human |,Alive |,Witches | Unseen Empire | The Wandering Inn |,Izril |,Riverfarm | The Wandering Inn |,Witch | Child |,Mage |,https://wiki.wanderinginn.com/images/0/06/Nanette_by_brack.jpg,1,2603,6
Visophecin,Visophecin | Viscount Visophecin | Viscount V | Golden Bat |,Male |,1000 |,Lucifen |,Alive |,Ailendamus | Immortals | House Shoel,Terandria |,Ailendamus |,Noble |,Mage |,https://wiki.wanderinginn.com/images/8/89/Visophecin_by_LeChatDemon_-_Cutout.jpg,2,1153,8
Xif,Xif | Xif the Multicolored |,Male |,,Gnoll |,Alive |,Alchemist's Guild | Pallass |,Izril |,Pallass |,Alchemist |,Non-combat |,https://wiki.wanderinginn.com/images/4/4d/Xif_by_Brack.jpg,2,540,6
Tessa,Tessa | Shriekblade |,Female |,,Drake |,Alive |,Assassin's Guild | The Wandering Inn |,Izril |,Salazsar |,Adventurer | Assassin |,Rogue |,https://wiki.wanderinginn.com/images/3/34/Shriekblade_by_DemonicCriminal.png,2,728,6
Regrika,Regrika Blackpaw | Fortress Blackpaw |,Female |,,Gnoll |,Deceased |,Az'kerash | Chosen |,Izril |,Bloodfields |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/5/54/Regrika_blackpaw_cropped-by-gheeart.jpg,2,500,4
Ijvani,Ijvani | Ikriss Southwing |,Female |,10 |,Undead |,Deceased |,Az'kerash | Chosen |,Izril |,Bloodfields |,Mage | Vassal |,Mage |,https://wiki.wanderinginn.com/images/e/e3/Toren_Ijvani_by_Anito.png,2,526,2
Venitra,Venitra | Regrika Blackpaw |,Female |,10 |,Undead |,Active |,Az'kerash | Chosen |,Izril |,Bloodfields |,Soldier | Vassal |,Warrior |,https://wiki.wanderinginn.com/images/1/1c/Venitra_by_DemonicCriminal.jpg,2,789,2
Maughin,Maughin | Maughin the [Armorer] |,Male |,30 |,Dullahan |,Alive |,Blacksmith's Guild | Pallass,Izril |,Pallass |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/e/ef/Maughin_x_jelaqua.png,2,750,6
Othius,Othius IV | Blighted King |,Male |,200 |,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Monarch | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/9/92/Blighted-king-by-boboplushie.jpg,2,591,1
Ratici,Ratici |,Male |,,Drake |,Alive |,Brotherhood of Serendipitous Meetings |,Izril |,Invrisil |,Crime | Guard |,Rogue |,https://wiki.wanderinginn.com/images/e/e7/Wilovan_Ratici_by_MG.jpg,2,638,7
Wilovan,Wilovan |,Male |,,Gnoll |,Alive |,Brotherhood of Serendipitous Meetings |,Izril |,Invrisil |,Crime | Guard |,Warrior |,https://wiki.wanderinginn.com/images/e/e7/Wilovan_Ratici_by_MG.jpg,2,728,7
Alcaz,Alcaz |,Male |,,Human |,Deceased |,Brotherhood of Serendipitous Meetings | Fellowship of the Inn |,Izril |,Invrisil | The Wandering Inn |,Crime | Guard |,Warrior |,,2,200,8
Hexel,Hexel Quithail |,Male |,,Lamia | Lizardfolk |,Alive |,Liscor,Izril |,Liscor |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/6/6f/Hexel_portrait_by_Auspicious_Octopi.jpg,2,553,6
Seraphel,Seraphel du Marquin | Seraphel the Cursed | Seraphel the Widow | Seraphel the Sharptongued | Seraphel the Dutiful | Seraphel the Daring | Seraphel the General | Seraphel the Brave | Seraphel of the Right-Handed Slap | Princess of the Grave | The Cursed Widow of Calanfer |,Female |,28 |,Human |,Alive |,Calanfer | House Marquin |,Terandria |,Calanfer |,Royal |,Leader |,https://wiki.wanderinginn.com/images/f/f0/Cursed.png,2,1586,7
Ielane,Ielane du Marquin |,Female |,,Human |,Alive |,Calanfer | House Marquin |,Terandria |,Calanfer |,Monarch | Royal |,Non-combat |,,2,268,8
Agnes,Agnes | Miss Agnes |,Female |,35 |,Human |,Alive |,Celum |,Izril |,Celum |,Innkeeper |,Non-combat |,,2,428,2
Rémi,Remi | Remi Canada | Journalist Canada |,Male |,26 |,Human |,Alive |,Earthers |,Chandrar |,Nerrhavia's Fallen |,News |,Non-combat |,,2,477,6
Ieka,Ieka Imarris | Lady Spellcraft | Spelling Lady |,Female |,,Human |,Alive |,Circle of Thorns | ,Izril |,Invrisil |,Mage | Noble |,Mage |,https://wiki.wanderinginn.com/images/a/a8/Ieka-immaris-by-tomeo.jpg,2,856,5
Rie,Rie Valerund | Lady Rie Valerund of Invrisil |,Female |,,Human |,Alive |,Circle of Thorns | Unseen Empire |,Izril |,Riverfarm |,Noble | Vassal |,Non-combat |,,2,1428,4
Isthekenous,"Isthekenous | The God of Designs, of plans | The Wandering Builder | The architect of the 'folly of Gods' |",Male |,,God |,Deceased |,Dead Gods |,Kasignel |,Kasignel |,God |,God |,,2,118,9
Czautha’qshe,Czautha'qshe | Czautha | Death of Chains | Chainbreaker |,Female |,,Djinni |,Alive |,Demon Kingdom | Deathless |,Rhir |,Demon Kingdom |,Death |,Mage |,https://wiki.wanderinginn.com/images/0/0e/Czautha_by_Foxy.png,2,401,7
Serinpotva,Serinpotva | Death of Wings | Harpy Queen | Empress of the Skies |,Female |,2000 |,Harpy |,Alive |,Demon Kingdom | Deathless |,Rhir |,Demon Kingdom |,Death | Monarch | Royal |,Leader |,,2,195,7
Termin,Termin | Termin the Omnipresent |,Male |,,Human |,Alive |,Driver's Guild |,Izril |,North Izril |,Runner |,Non-combat |,,2,445,3
Thomas,Thomas Trautmann | Tom | Clown of Rhir | The Clown |,Male |,20 |,Human |,Alive |,Earthers | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Warrior | Rogue |,https://wiki.wanderinginn.com/images/e/e9/Tom_by_JohnDoe.jpg,2,591,2
Gireulashia,Gireulashia Ekhtouch | Gire |,Female |,16 |,Gnoll |,Alive |,Ekhtouch Tribe |,Izril |,Great Plains |,Chieftain |,Warrior |,https://wiki.wanderinginn.com/images/2/28/Mrsha_Gire_cut_out_by_ArtsyNada.jpg,2,1164,8
Shaestrel,Shaestrel |,Female |,,Fae |,Alive |,Fae | Immortals,Avalon | Izril | Baleros |,Avalon |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/0/0d/Shastellady_by_lanrae.png,2,484,9
Snapjaw,Snapjaw | Miss Goblin |,Female |,,Hobgoblin | Goblin |,Alive |,Flooded Waters Tribe | Fellowship of the Inn |,Izril |,Goblinhome |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/4/4b/Snapjaw_by_Artsy_Nada.jpg,2,712,4
Perorn,Perorn Sadiluc | Fleethoof |,Female |,51 |,Centaur |,Alive |,Forgotten Wing Company |,Baleros |,Elvallian |,Strategist |,Leader |,,2,1056,6
Velan,Velan | Velan the Kind | Goblin King |,Male |,,Goblin |,Deceased |,Forgotten Wing Company |,Baleros |,Jungle |,Monarch |,Leader |,https://wiki.wanderinginn.com/images/a/a3/M5_goblin_king_by_Butts.png,2,1014,2
Belgrade,Belgrade |,Male |,,Antinium |,Alive |,Free Antinium |,Izril |,Liscor |,Strategist |,Leader |,,2,1092,1
Anand,Anand | Anand the [Strategist] |,Male |,,Antinium |,Deceased |,Free Antinium |,Izril |,Liscor |,Strategist |,Leader |,,2,1320,1
Garry,Garry |,Male |,,Antinium |,Alive |,Free Antinium |,Izril |,Liscor |,Chef |,Non-combat |,https://wiki.wanderinginn.com/images/2/27/Garry_by_flauschesoeckchen.PNG,2,991,1
Yellow Splatters,Yellow Splatters |,Male |,,Antinium |,Alive |,Free Antinium | Painted Antinium | Liscor's City Watch |,Izril |,Liscor |,Soldier | Prognugator |,Warrior |,https://wiki.wanderinginn.com/images/5/59/Yellow_Splatters_Close-Up_by_Jason_Yao.png,2,1072,4
Paige,Paige |,Female |,,Human |,Alive |,Gravetender's Fist | United Nations | Earthers,Baleros |,Talenqual |,Smith |,Non-combat |,,2,609,4
Daly,Daly Sullivan |,Male |,16 |,Human |,Alive |,Gravetender's Fist | United Nations | Bushrangers | Earthers,Baleros |,Talenqual |,Adventurer | Soldier |,Warrior |,,2,1892,4
Kenjiro,Kenjiro Murata | Ken |,Male |,21 |,Human |,Alive |,Gravetender's Fist | United Nations | Earthers,Baleros |,Talenqual |,Ambassador |,Non-combat |,https://wiki.wanderinginn.com/images/8/83/Ken_by_KaDraginn.png,2,1461,4
Typhenous,Typhenous | Plague Mage | Typhenous the Plague | Typhenous the Plague Mage | Typhenous the Plague Knife | Typhenous the Face | Typhenous Face | Typh | Typhy |,Male |,52 |,Human |,Alive |,Griffon Hunt |,Izril |,Riverfarm |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/9/9a/Typhoid_by_MG.jpg,2,1302,2
Revi,Revi |,Female |,20 |,String Person |,Alive |,Griffon Hunt |,Izril |,The Wandering Inn | North Izril |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/5/5e/Revi_by_Butts_%28Cutout%29.png,2,1604,2
Seborn,Seborn Sailwinds |,Male |,,Drowned Person |,Alive |,Halfseekers |,Izril |,The Wandering Inn |,Adventurer | Pirate |,Rogue |,https://wiki.wanderinginn.com/images/8/8f/Seborn_2_by_DemonicCriminal.jpg,2,1262,2
Venaz,Venaz | Venaz of Hammerad | Venaz of the Beriad | Sir Bull | Sea Cow |,Male |,,Minotaur |,Alive |,House of Minos | Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,2,1742,2
Xitegen,Xitegen Terland |,Male |,44 |,Human |,Alive |,House Terland |,Izril |,First Landing | Celum |,Noble |,Leader |,,2,472,9
Sammial,Sammial Veltras | Sammy | Cracked Raven |,Male |,10 |,Human |,Alive |,House Veltras |,Izril |,Veltras Lands |,Noble | Child |,Non-combat |,https://wiki.wanderinginn.com/images/d/df/Sammialveltras-by-monikaismywaifu.jpg,2,1541,4
Hethon,Hethon Veltras |,Male |,14 |,Human |,Alive |,House Veltras |,Izril |,Veltras Lands |,Noble | Child |,Non-combat |,https://wiki.wanderinginn.com/images/3/30/Hethonveltras-by-monikaismywaifu.jpg,2,1217,4
Bethal,Bethal Walchais | Lady Bethal |,Female |,,Human |,Alive |,House Walchais | Magnolia Reinhart | Knights of the Petal,Izril |,North Izril |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/d/d2/Lady_Bethal_by_Tomeo.jpg,2,1896,4
Femithain,Femithain | Crafter-Magus Femithain of the Illivere League | Magus-Crafter Femithain |,Male |,,Human |,Alive |,Illivere |,Chandrar |,Illivere |,Monarch | Smith | Mage | Artisan |,Non-combat |,https://wiki.wanderinginn.com/images/6/64/Femithain_by_LeChat.png,2,793,6
Tolveilouka,Tolveilouka Ve’delina Mer | Tolve | Folveilouka | Estvallos | Molouka | Molveilouka,Male |,12000 |,Half-Elf | Undead |,Active |,Immortals |,Izril |,Village of the Dead |,Vassal |,Mage | Warrior |,https://wiki.wanderinginn.com/images/c/c0/Tolveilouka-by-LeChatDemon.jpg,2,461,8
Xol,Xol | Xol of Ingrilt |,Male |,,Dullahan |,Deceased |,Iron Vanguard |,Baleros |,Invictel |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/c/c9/Xol_by_DemonicCriminal.jpg,2,198,6
Khelta,Khelta | Queen Khelta the First | Sovereign of Warm Sands | Monarch of Undeath | Origin of Khelt's Promise | Dragonfoe of Khelt Eternal | Glorian of Chandrar | Undeath Queen | Khelta the Eternal | Sovereign Ruler of Khelt | Guardian of the Norrislands |,Female |,21000 |,Human |,Deceased |,Khelt | ,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,2,364,6
Menolit,Menolit |,Male |,,Drake |,Alive |,Liscor |,Izril |,Liscor |,Soldier |,Non-combat |,,2,374,1
Elirr,Elirr Fultpar |,Male |,,Gnoll |,Alive |,Liscor |,Izril |,Liscor |,Mayor | Merchant |,Non-combat |,,2,891,5
Hawk,Hawk | Hawk of Liscor | Hawk the Hare of Liscor | Hawk the Coward |,Male |,,Beastkin |,Alive |,Liscor | Runner's Guild |,Izril |,Liscor |,Courier | Runner |,Non-combat |,https://wiki.wanderinginn.com/images/1/1f/Hawk.jpg,2,596,1
Tkrn,Tkrn Silverfang |,Male |,,Gnoll |,Alive |,Liscor's City Watch | Silverfang Tribe |,Izril |,Liscor |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/c/c3/Tkrn-by-pkay.jpg,2,1158,1
Snatcher,Snatcher | Face Collector | Facestealer | Headsnatcher |,Nonbinary |,,Undead |,Deceased |,Liscor's Dungeon |,Izril |,Liscor |,Layabout |,Warrior |,https://wiki.wanderinginn.com/images/0/0d/Snatcher-3-by-Enuryn.jpg,2,647,5
Pebblesnatch,Pebblesnatch | Pebblesnatch the Mighty |,Female |,,Goblin |,Alive |,Liscor's Dungeon | Unseen Empire |,Izril |,Riverfarm | The Wandering Inn |,Chef |,Non-combat |,https://wiki.wanderinginn.com/images/b/b4/Cute_Pebblesnatch_by_pkay.png,2,1022,5
Embria,Embria Grasstongue | Commander Grasstongue | Kid |,Female |,24 |,Drake |,Alive |,Liscorian Army | Liscor |,Izril |,Liscor |,Soldier | General |,Warrior | Leader |,https://wiki.wanderinginn.com/images/0/04/Embria_by_JohnDoe.jpg,2,1464,2
Inkar,Inkar | Inkarr | Inkar the Traveller | Traveller Inkar | Honored Inkarr |,Female |,,Human |,Alive |,Longstalker's Fang Tribe | Earthers,Izril |,Great Plains |,Chef |,Non-combat |,https://wiki.wanderinginn.com/images/8/8a/201129_inkar_cropped_by_auspiciousoctopi.png,2,1107,7
Krsysl,Krsysl Wordsmith |,Male |,,Drake |,Alive |,Magnolia Reinhart |,Izril |,Salazsar |,Intellect | Layabout |,Non-combat |,,2,82,2
Ressa,Ressa | Dagger of House Reinhart | The Flowered Blade of the North | The Bloom of Drath | Maid-Assassin | Deadly Elegance | The Invisible Edge | The Ninja of Izril | Lioness of the Five Families | The Edged Creler | The Unstoppable Woman |,Female |,,Human |,Alive |,Magnolia Reinhart |,Izril |,Invrisil |,Maid | Assassin |,Warrior |,https://wiki.wanderinginn.com/images/a/ad/Ressa_by_pkay_cutout.png,2,1668,1
Rafaema,Rafaema Manusara Coloseuvia | Rafaema Skywing | Raf | Raef |,Female |,123 |,Dragon |,Alive |,Manus | Immortals,Izril |,Manus |,Noble | ,Warrior |,,2,1291,1
Perric,Perric | High King Perric of Medain | Adventurer King of Medain | Rat-King | Rat Bastard |,Male |,43 |,Human |,Alive |,Medain |,Chandrar |,Medain |,Monarch | Royal |,Non-combat |,,2,584,6
Tremborag,Tremborag | Great Chieftain of the North | Tremborag of the Mountain | Tremborag the Great | Tremborag the Fat |,Male |,30 |,Goblin |,Deceased |,Mountain City Tribe |,Izril |,Dwarfhall's Rest |,Chieftain |,Leader | Warrior |,https://wiki.wanderinginn.com/images/f/fb/Tremborag_by_Cortz.png,2,1136,3
Greydath,Greydath | Greydath of Blades | Goblin Lord of Blades | Greybeard | Old One |,Male |,200 |,Hobgoblin | Goblin |,Alive |,Mountain City Tribe | Flooded Waters Tribe |,Izril | Isles |,Isle of Goblins |,Noble | Soldier |,Warrior |,https://wiki.wanderinginn.com/images/c/cf/Greydath-by-artsynada.jpg,2,736,3
Calescent,Calescent |,Male |,,Hobgoblin | Goblin |,Alive |,Mountain City Tribe | Flooded Waters Tribe | The Wandering Inn |,Izril |,The Wandering Inn |,Chef | Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/a/ae/M5_goblin_by_Brack.jpg,2,664,7
Yisame,Yisame Beziin | Queen Yisame of Nerrhavia Fallen | Sandquen |,Female |,45 |,String Person |,Alive |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen |,Monarch | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/1/1a/Croppedyisame-by-lanrae.jpg,2,662,6
Ama,Ama | Deathlady Ama |,Female |,,Human |,Alive |,Order of Solstice |,Izril | Terandria |,The Wandering Inn |,Mage | Knight |,Mage |,,2,347,8
Cirediel,Cirediel Anvi'dualln Olicuemerdn | Cire |,Male |,93 |,Dragon |,Alive |,Oteslia | Immortals,Izril |,Oteslia |,Layabout |,Warrior |,,2,717,7
Lasica,Lasica Feltail | Lassi |,Female |,49 |,Drake |,Alive |,Pallass |,Izril |,Pallass |,Chef | Innkeeper |,Non-combat |,,2,837,6
Rufelt,Rufelt Owelt | Ruf |,Male |,49 |,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Innkeeper |,Non-combat |,,2,1025,6
Noass,Noass |,Male |,,Drake |,Alive |,Pallass | Wistram News Network,Izril |,Pallass |,News |,Non-combat |,https://wiki.wanderinginn.com/images/e/e1/Noass_by_DemonicCriminal.jpg,2,522,5
Yelroan,Yelroan | Mathematician Yelroan | Math Gnoll | Sunglasses | Yelroan the Flasher |,Male |,,Gnoll |,Alive |,Plain's Eye Tribe | The Wandering Inn |,Izril |,Great Plains | The Wandering Inn |,Secretary | Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/a/a5/Yelroan_pkay.png,2,1122,8
Jasi,Jasi Redigal |,Female |,,Drake |,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer |,Non-combat |,https://wiki.wanderinginn.com/images/4/46/Jasi_by_Enuryn.png,2,779,3
Salii,Salii | Emir Defin Atlyreal |,Female |,,Drake |,Alive |,Pomle |,Chandrar |,Pomle |,Secretary |,Non-combat |,https://wiki.wanderinginn.com/images/f/ff/Compromise_Salii_by_AuspiciousOctopi.jpg,2,460,6
Fightipilota,Fightipilota | Flipstrike | Fighti | Flighti Pilota |,Female |,,Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Runner |,Archer |,,2,400,8
Redscar,Redscar | Redblade |,Male |,8 |,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/3/33/Gobo_study_redscar_by_mg.jpg,2,1112,3
Headscratcher,Headscratcher |,Male |,7 |,Hobgoblin | Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe | The Wandering Inn |,Izril |,The Wandering Inn |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/f/ff/Headscratcher.jpg,2,1061,3
Shorthilt,Shorthilt |,Male |,,Hobgoblin | Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe | The Wandering Inn |,Izril |,The Wandering Inn |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/d/dd/Shorthilt.jpg,2,508,3
Amerys,Amerys | Calm Flower of the Battlefield | Archmage Amerys | Archmage of Chandrar | Archmage of Lightning |,Female |,,Human |,Alive |,Reim | Seven | Wistram |,Wistram |,Wistram |,Archmage | Mage | Vassal |,Mage |,https://wiki.wanderinginn.com/images/2/2f/Amerys-by-pkay.png,2,970,2
Yazdil,Yazdil Achakhei | Emir Yazdil | The Naga | The Naga of Roshal | 'Kent Scott' |,Male |,,Naga | Lizardfolk |,Alive |,Roshal |,Chandrar |,Roshal |,Noble | Crime |,Non-combat |,,2,677,4
Alevica,Alevica | Witch Runner |,Female |,28 |,Human |,Alive |,Runner Guild's | Witches | Unseen Empire |,Izril |,Riverfarm |,Witch | Runner |,Mage |,https://wiki.wanderinginn.com/images/e/e9/Alevica_by_Yura.png,2,1522,6
Seve,Seve-Alrelious | Hundredfriends Courier |,Male |,,Human |,Deceased |,Runner's Guild |,Chandrar |,A'ctelios Salash |,Courier | Runner |,Non-combat |,https://wiki.wanderinginn.com/images/f/fe/Seve-by-auspiciousoctopi.jpg,2,836,7
Garia,Garia Strongheart | Celum's [Martial Artist] |,Female |,20 |,Human |,Alive |,Runner's Guild | Fellowship of the Inn |,Izril |,Celum |,Runner |,Warrior |,https://wiki.wanderinginn.com/images/7/77/Garia_by_LeChatDemon.jpg,2,1551,1
Nerul,Nerul Gemscale |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,2,529,8
Revine,Revine Zecrew | Siren of Savere | Siren of Tides | Queen R |,Female |,,Human |,Alive |,Savere |,Chandrar |,Savere |,Monarch | Crime |,Mage |,,2,470,6
Dawil,Dawil Ironbreaker | Dawil of the Ironbreaker ClanBeard Lad |,Male |,38 |,Dwarf |,Alive |,Silver Swords |,Izril |,Deritha-Vel | New Lands |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/f/f0/Dawil_by_Lanrae.png,2,952,4
Falene,Falene Skystrall | Pointy |,Female |,81 |,Half-Elf |,Alive |,Silver Swords | Wistram |,Izril | Terandria |,Gaiil-Drome | New Lands |,Adventurer |,Mage |,https://wiki.wanderinginn.com/images/f/f1/Falene_by_mg.png,2,976,4
Brunkr,Brunkr Silverfang |,Male |,,Gnoll |,Deceased |,Silverfang Tribe | Order of Solstice |,Izril |,Liscor |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/c/c7/Brunkr_by_flauschesoeckchen.PNG,2,424,2
Adetr,Adetr Steelfur |,Male |,19 |,Gnoll |,Alive |,Steelfur Tribe |,Izril |,Great Plains |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/4/45/Adetr-by-Daryl-Shnmurgenen.jpg,2,589,8
Nawalishifra,Nawalishifra Tannousin | Nawal |,Female |,,Human |,Alive |,Tannousin Clan | Reim |,Chandrar |,Reim |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/a/ac/Nawal-by-anito.png,2,797,5
Taletevirion,Taletevirion | Taletevirion of Herd Houwel | Gladeswalker | Champion of the Canopied Path | Champion of the Woodless | Last of the Eight Blademasters of Vale | The Cleansing Sword |,Male |,,Unicorn |,Alive |,Magnolia Reinhart | Immortals |,Izril |,Veltras Lands |,Layabout | Noble |,Warrior |,https://wiki.wanderinginn.com/images/5/5f/Transformation_by_Brack.jpg,2,326,9
Imani,Imani | Imani-cook |,Female |,19 |,Human |,Alive |,The Wandering Inn | Earthers,Izril |,Invrisil | The Wandering Inn | Liscor |,Chef |,Non-combat |,https://wiki.wanderinginn.com/images/a/aa/Imani_by_Artsy_Nada.jpg,2,1040,2
Rose,Rose Cinevoy | 'Rose' |,Female |,18 |,Human |,Alive |,The Wandering Inn | Earthers,Izril |,Invrisil | Great Plains |,Mage |,Non-combat |,https://wiki.wanderinginn.com/images/4/4e/Rose.jpg,2,2404,2
Joseph,"Joseph Ortega | Mr. Soccer | Joseph, the [Kicker] | Joseph the Soccer Player | Coach Joseph |",Male |,19 |,Human |,Alive |,The Wandering Inn | Earthers,Izril |,Invrisil | The Wandering Inn |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/d/d3/Joseph_by_Tomeo.jpg,2,1218,2
Apista,Apista |,Female |,,Ashfire Bee |,Alive |,The Wandering Inn | Fellowship of the Inn |,Izril |,The Wandering Inn |,Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/9/9b/Buzz_buzz_by_auspiciousoctopi.jpg,2,1154,4
Ushar,Ushar |,Female |,,Human |,Alive |,Thronebearers | Calanfer |,Izril |,Calanfer | The Wandering Inn |,Knight |,Warrior |,,2,654,8
Dalimont,Dalimont |,Male |,,Human |,Alive |,Thronebearers | Calanfer |,Terandria |,Calanfer |,Knight |,Warrior |,,2,736,7
Sest,Sest |,Male |,,Human |,Deceased |,Thronebearers | Calanfer | Wandering Inn |,Izril | Terandria |,Calanfer | The Wandering Inn |,Knight |,Warrior |,,2,349,8
Nsiia,Nsiia Oliphant | Empress Nsiia of Tiqr | Empress of Beasts |,Female |,,Human |,Alive |,Tiqr |,Chandrar |,Tiqr | Illivere |,Monarch | Royal |,Leader |,https://wiki.wanderinginn.com/images/a/a2/Empresscutoff-by-auspicious-octopi.jpg,2,1794,6
Wil,Wil Kallinad |,Male |,,Human |,Alive |,Titan's School |,Baleros |,Elvallian | Pheislant |,Strategist |,Leader |,,2,1943,2
Umina,Umina Caxical | Urrexa |,Female |,19 |,Lizardfolk |,Alive |,Titan's School |,Chandrar |,Elvallian |,Strategist |,Leader |,,2,1244,2
Yerranola,Yerranola | Yerra |,Female |,,Selphid |,Alive |,Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,2,589,2
Marian (Strategist),Marian Felthof |,Female |,,Centaur |,Alive |,Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,2,2552,1
Wrymvr,Wrymvr | Wrymvr the Deathless |,Male |,,Antinium |,Alive |,Twisted Antinium | Centenium,Izril |,Hivelands |,Centenium | Prognugator |,Warrior |,https://wiki.wanderinginn.com/images/4/4a/Wrymvr_by_Brack.jpg,2,523,1
Vetn,Vetn | Thief of Clouds |,Male |,18 |,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Crime |,Rogue |,,2,695,8
Lupp,Lupp |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Farmer |,Non-combat |,https://wiki.wanderinginn.com/images/6/60/FarmerLupp_by_JackEnza.jpg,2,260,6
Wailant,Wailant Strongheart |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Celum |,Farmer | Pirate |,Warrior |,,2,729,4
Okasha,Okasha |,Female |,,Selphid |,Alive |,United Nations |,Baleros |,Talenqual | Gathering Citadel |,Doctor |,Non-combat |,,2,532,3
Prost,Prost Surehand |,Male |,,Human |,Deceased |,Unseen Empire |,Izril |,Riverfarm |,Vassal |,Non-combat |,,2,1220,3
Feshi,Feshi Weatherfur | Honored Feshi | Fesh |,Female |,,Gnoll |,Alive |,Weatherfur Tribe | Titan's School |,Baleros |,Elvallian |,Strategist | Chieftan |,Leader |,,2,1165,6
Cognita,Cognita | Cognita Amerwing | Cognita of Truestone | Cognita of Wistram | True Grit |,Female |,200 |,Golem |,Alive |,Wistram |,Wistram |,Wistram |,Guard | Vassal |,Warrior |,https://wiki.wanderinginn.com/images/3/35/Cognita_by_Chalyon.jpg,2,879,3
Feor,Feor | Archmage Feor | Archmage of Half-Elves | Archmage of Wistram |,Male |,200 |,Half-Elf |,Alive |,Wistram |,Wistram |,Wistram |,Archmage | Mage |,Mage |,,2,729,3
Illphres,Illphres | Ice Demon |,Female |,57 |,Human |,Deceased |,Wistram |,Wistram |,Wistram |,Mage | Intellect |,Mage |,,2,513,3
